Entity,Code,Day,p_avg_all_ages
Estonia,EST,2021-04-18,27.96
Estonia,EST,2021-04-25,20.91
Estonia,EST,2021-05-02,10.8
Estonia,EST,2021-05-09,21.29
Estonia,EST,2021-05-16,21.7
Estonia,EST,2021-05-23,4.52
Estonia,EST,2021-05-30,11.3
Estonia,EST,2021-06-06,6.78
Estonia,EST,2021-06-13,8.37
Estonia,EST,2021-06-20,10.49
Estonia,EST,2021-06-27,45.22
Estonia,EST,2021-07-04,19.48
Estonia,EST,2021-07-11,41.5
Estonia,EST,2021-07-18,22.46
Estonia,EST,2021-07-25,2.59
Estonia,EST,2021-08-01,1.92
Estonia,EST,2021-08-08,16.04
Estonia,EST,2021-08-15,8.67
Estonia,EST,2021-08-22,3.88
Estonia,EST,2021-08-29,13.17
Estonia,EST,2021-09-05,20.87
Estonia,EST,2021-09-12,30.55
Estonia,EST,2021-09-19,10.05
Estonia,EST,2021-09-26,24.64
Estonia,EST,2021-10-03,21.77
Estonia,EST,2021-10-10,18.2
Estonia,EST,2021-10-17,25.44
Estonia,EST,2021-10-24,25.17
Estonia,EST,2021-10-31,42.08
Estonia,EST,2021-11-07,44.02
Estonia,EST,2021-11-14,41.53
Estonia,EST,2021-11-21,38.14
Estonia,EST,2021-11-28,50.75
Estonia,EST,2021-12-05,26.02
Estonia,EST,2021-12-12,30.32
Estonia,EST,2021-12-19,25.66
Estonia,EST,2021-12-26,21.21
Estonia,EST,2022-01-02,28.82
Estonia,EST,2022-01-09,12.57
Estonia,EST,2022-01-16,7.89
Estonia,EST,2022-01-23,2.48
Estonia,EST,2022-01-30,6.08
Estonia,EST,2022-02-06,11.6
Estonia,EST,2022-02-13,8.86
Estonia,EST,2022-02-20,35.26
Estonia,EST,2022-02-27,28.47
Estonia,EST,2022-03-06,20.28
Estonia,EST,2022-03-13,15.43
Estonia,EST,2022-03-20,13.41
Estonia,EST,2022-03-27,11.61
Estonia,EST,2022-04-03,3.54
Estonia,EST,2022-04-10,4.95
Estonia,EST,2022-04-17,-2.3
Estonia,EST,2022-04-24,3.54
Faeroe Islands,FRO,2020-01-31,-24.39
Faeroe Islands,FRO,2020-02-29,-25.93
Faeroe Islands,FRO,2020-03-31,-23.86
Faeroe Islands,FRO,2020-04-30,29.03
Faeroe Islands,FRO,2020-05-31,-50.55
Faeroe Islands,FRO,2020-06-30,16.88
Faeroe Islands,FRO,2020-07-31,-1.9
Faeroe Islands,FRO,2020-08-31,-15.15
Faeroe Islands,FRO,2020-09-30,-10.6
Faeroe Islands,FRO,2020-10-31,-1.96
Faeroe Islands,FRO,2020-11-30,22.58
Faeroe Islands,FRO,2020-12-31,-5.17
Faeroe Islands,FRO,2021-01-31,-4.88
Faeroe Islands,FRO,2021-02-28,11.11
Faeroe Islands,FRO,2021-03-31,-36.55
Faeroe Islands,FRO,2021-04-30,29.03
Faeroe Islands,FRO,2021-05-31,-12.09
Faeroe Islands,FRO,2021-06-30,-2.6
Faeroe Islands,FRO,2021-07-31,10.76
Faeroe Islands,FRO,2021-08-31,-6.06
Faeroe Islands,FRO,2021-09-30,12.58
Faeroe Islands,FRO,2021-10-31,1.31
Faeroe Islands,FRO,2021-11-30,35.48
Faeroe Islands,FRO,2021-12-31,52.3
Faeroe Islands,FRO,2022-01-31,-4.88
Faeroe Islands,FRO,2022-02-28,54.32
Finland,FIN,2020-01-05,-10.14
Finland,FIN,2020-01-12,-9.44
Finland,FIN,2020-01-19,-9.5
Finland,FIN,2020-01-26,-7.74
Finland,FIN,2020-02-02,-5.59
Finland,FIN,2020-02-09,-0.71
Finland,FIN,2020-02-16,-0.07
Finland,FIN,2020-02-23,-0.38
Finland,FIN,2020-03-01,-6.27
Finland,FIN,2020-03-08,0.31
Finland,FIN,2020-03-15,0.2
Finland,FIN,2020-03-22,3.16
Finland,FIN,2020-03-29,4.14
Finland,FIN,2020-04-05,3.06
Finland,FIN,2020-04-12,12.76
Finland,FIN,2020-04-19,3.42
Finland,FIN,2020-04-26,12.47
Finland,FIN,2020-05-03,8.98
Finland,FIN,2020-05-10,8.33
Finland,FIN,2020-05-17,13.72
Finland,FIN,2020-05-24,-0.17
Finland,FIN,2020-05-31,4.17
Finland,FIN,2020-06-07,1.84
Finland,FIN,2020-06-14,5.58
Finland,FIN,2020-06-21,10.44
Finland,FIN,2020-06-28,7.41
Finland,FIN,2020-07-05,5.31
Finland,FIN,2020-07-12,0.11
Finland,FIN,2020-07-19,6.4
Finland,FIN,2020-07-26,-0.97
Finland,FIN,2020-08-02,4.62
Finland,FIN,2020-08-09,3.16
Finland,FIN,2020-08-16,2.8
Finland,FIN,2020-08-23,5.99
Finland,FIN,2020-08-30,2.7
Finland,FIN,2020-09-06,1.22
Finland,FIN,2020-09-13,16.48
Finland,FIN,2020-09-20,6.02
Finland,FIN,2020-09-27,9.91
Finland,FIN,2020-10-04,-3.88
Finland,FIN,2020-10-11,-3.79
Finland,FIN,2020-10-18,5.77
Finland,FIN,2020-10-25,3.4
Finland,FIN,2020-11-01,9.63
Finland,FIN,2020-11-08,3.41
Finland,FIN,2020-11-15,3.04
Finland,FIN,2020-11-22,9.36
Finland,FIN,2020-11-29,7.3
Finland,FIN,2020-12-06,5.77
Finland,FIN,2020-12-13,4.28
Finland,FIN,2020-12-20,5.5
Finland,FIN,2020-12-27,-2.87
Finland,FIN,2021-01-03,1.26
Finland,FIN,2021-01-10,-5.25
Finland,FIN,2021-01-17,-4.69
Finland,FIN,2021-01-24,2.87
Finland,FIN,2021-01-31,2.82
Finland,FIN,2021-02-07,-2.95
Finland,FIN,2021-02-14,-5.97
Finland,FIN,2021-02-21,5.48
Finland,FIN,2021-02-28,3.45
Finland,FIN,2021-03-07,-2.61
Finland,FIN,2021-03-14,-4.86
Finland,FIN,2021-03-21,-1.16
Finland,FIN,2021-03-28,-6.12
Finland,FIN,2021-04-04,-1.03
Finland,FIN,2021-04-11,-1.95
Finland,FIN,2021-04-18,-1.37
Finland,FIN,2021-04-25,-0.36
Finland,FIN,2021-05-02,-0.73
Finland,FIN,2021-05-09,2.81
Finland,FIN,2021-05-16,12.57
Finland,FIN,2021-05-23,3.83
Finland,FIN,2021-05-30,3.8
Finland,FIN,2021-06-06,6.59
Finland,FIN,2021-06-13,1.53
Finland,FIN,2021-06-20,6.21
Finland,FIN,2021-06-27,11.69
Finland,FIN,2021-07-04,6.14
Finland,FIN,2021-07-11,15.46
Finland,FIN,2021-07-18,21.74
Finland,FIN,2021-07-25,5.77
Finland,FIN,2021-08-01,5.4
Finland,FIN,2021-08-08,13.15
Finland,FIN,2021-08-15,18.94
Finland,FIN,2021-08-22,13.43
Finland,FIN,2021-08-29,11.2
Finland,FIN,2021-09-05,12.05
Finland,FIN,2021-09-12,18.69
Finland,FIN,2021-09-19,10.26
Finland,FIN,2021-09-26,13.52
Finland,FIN,2021-10-03,14.35
Finland,FIN,2021-10-10,11.96
Finland,FIN,2021-10-17,15.76
Finland,FIN,2021-10-24,17.88
Finland,FIN,2021-10-31,8.91
Finland,FIN,2021-11-07,5.37
Finland,FIN,2021-11-14,14.32
Finland,FIN,2021-11-21,18.92
Finland,FIN,2021-11-28,19.33
Finland,FIN,2021-12-05,17.28
Finland,FIN,2021-12-12,20.7
Finland,FIN,2021-12-19,12.86
Finland,FIN,2021-12-26,8.34
Finland,FIN,2022-01-02,2.03
Finland,FIN,2022-01-09,9.59
Finland,FIN,2022-01-16,8.35
Finland,FIN,2022-01-23,19.41
Finland,FIN,2022-01-30,9.83
Finland,FIN,2022-02-06,14.8
Finland,FIN,2022-02-13,19.06
Finland,FIN,2022-02-20,14.22
Finland,FIN,2022-02-27,5.46
Finland,FIN,2022-03-06,9.89
Finland,FIN,2022-03-13,12.46
Finland,FIN,2022-03-20,8.45
Finland,FIN,2022-03-27,7.48
Finland,FIN,2022-04-03,-1.03
France,FRA,2020-01-05,-5.27
France,FRA,2020-01-12,-2.68
France,FRA,2020-01-19,-4.63
France,FRA,2020-01-26,-5.66
France,FRA,2020-02-02,-4.06
France,FRA,2020-02-09,-5.93
France,FRA,2020-02-16,-5.86
France,FRA,2020-02-23,-8.21
France,FRA,2020-03-01,-6.81
France,FRA,2020-03-08,-3.84
France,FRA,2020-03-15,4.3
France,FRA,2020-03-22,18.68
France,FRA,2020-03-29,39.04
France,FRA,2020-04-05,65.24
France,FRA,2020-04-12,57.18
France,FRA,2020-04-19,39.61
France,FRA,2020-04-26,17.44
France,FRA,2020-05-03,4.48
France,FRA,2020-05-10,3.67
France,FRA,2020-05-17,2.11
France,FRA,2020-05-24,5.56
France,FRA,2020-05-31,1.64
France,FRA,2020-06-07,1.81
France,FRA,2020-06-14,2.64
France,FRA,2020-06-21,0.59
France,FRA,2020-06-28,6.98
France,FRA,2020-07-05,-6.76
France,FRA,2020-07-12,0.95
France,FRA,2020-07-19,-3.02
France,FRA,2020-07-26,1.01
France,FRA,2020-08-02,6.98
France,FRA,2020-08-09,4.77
France,FRA,2020-08-16,17.4
France,FRA,2020-08-23,1.88
France,FRA,2020-08-30,2.15
France,FRA,2020-09-06,5.4
France,FRA,2020-09-13,8.14
France,FRA,2020-09-20,10.99
France,FRA,2020-09-27,2.25
France,FRA,2020-10-04,9.03
France,FRA,2020-10-11,6.22
France,FRA,2020-10-18,10.49
France,FRA,2020-10-25,22.69
France,FRA,2020-11-01,30.78
France,FRA,2020-11-08,38.26
France,FRA,2020-11-15,36.85
France,FRA,2020-11-22,31.26
France,FRA,2020-11-29,27.24
France,FRA,2020-12-06,24.51
France,FRA,2020-12-13,21.25
France,FRA,2020-12-20,14.63
France,FRA,2020-12-27,9.37
France,FRA,2021-01-03,13.84
France,FRA,2021-01-10,9.15
France,FRA,2021-01-17,7.93
France,FRA,2021-01-24,14.66
France,FRA,2021-01-31,13.11
France,FRA,2021-02-07,10.44
France,FRA,2021-02-14,7.33
France,FRA,2021-02-21,8.5
France,FRA,2021-02-28,3.31
France,FRA,2021-03-07,0.32
France,FRA,2021-03-14,1.39
France,FRA,2021-03-21,7.7
France,FRA,2021-03-28,8.78
France,FRA,2021-04-04,13.72
France,FRA,2021-04-11,14.21
France,FRA,2021-04-18,17.12
France,FRA,2021-04-25,19.88
France,FRA,2021-05-02,16.75
France,FRA,2021-05-09,16.01
France,FRA,2021-05-16,8.12
France,FRA,2021-05-23,6.69
France,FRA,2021-05-30,4.98
France,FRA,2021-06-06,5.37
France,FRA,2021-06-13,4.53
France,FRA,2021-06-20,7.58
France,FRA,2021-06-27,-4.9
France,FRA,2021-07-04,-2.43
France,FRA,2021-07-11,-2.38
France,FRA,2021-07-18,1.07
France,FRA,2021-07-25,10.07
France,FRA,2021-08-01,2.27
France,FRA,2021-08-08,3.81
France,FRA,2021-08-15,12.87
France,FRA,2021-08-22,11.91
France,FRA,2021-08-29,6.09
France,FRA,2021-09-05,11.52
France,FRA,2021-09-12,16.38
France,FRA,2021-09-19,5.69
France,FRA,2021-09-26,2.79
France,FRA,2021-10-03,6.4
France,FRA,2021-10-10,4.88
France,FRA,2021-10-17,8.2
France,FRA,2021-10-24,8.69
France,FRA,2021-10-31,9.71
France,FRA,2021-11-07,4.49
France,FRA,2021-11-14,7.31
France,FRA,2021-11-21,8.36
France,FRA,2021-11-28,12.36
France,FRA,2021-12-05,16.85
France,FRA,2021-12-12,19.67
France,FRA,2021-12-19,16
France,FRA,2021-12-26,18.36
France,FRA,2022-01-02,16.41
France,FRA,2022-01-09,8.05
France,FRA,2022-01-16,6.88
France,FRA,2022-01-23,9.21
France,FRA,2022-01-30,14.86
France,FRA,2022-02-06,14.93
France,FRA,2022-02-13,7.59
France,FRA,2022-02-20,4.02
France,FRA,2022-02-27,-2.8
France,FRA,2022-03-06,-3.8
France,FRA,2022-03-13,-8.5
French Guiana,GUF,2020-01-05,7.14
French Guiana,GUF,2020-01-12,-31.03
French Guiana,GUF,2020-01-19,-15.84
French Guiana,GUF,2020-01-26,3.96
French Guiana,GUF,2020-02-02,11.11
French Guiana,GUF,2020-02-09,-37.5
French Guiana,GUF,2020-02-16,-14.77
French Guiana,GUF,2020-02-23,10.39
French Guiana,GUF,2020-03-01,-12.5
French Guiana,GUF,2020-03-08,5.26
French Guiana,GUF,2020-03-15,66.67
French Guiana,GUF,2020-03-22,-30.23
French Guiana,GUF,2020-03-29,49.35
French Guiana,GUF,2020-04-05,-38.14
French Guiana,GUF,2020-04-12,-36.17
French Guiana,GUF,2020-04-19,-67.29
French Guiana,GUF,2020-04-26,-14.89
French Guiana,GUF,2020-05-03,-51.09
French Guiana,GUF,2020-05-10,-5.06
French Guiana,GUF,2020-05-17,14.29
French Guiana,GUF,2020-05-24,-32.99
French Guiana,GUF,2020-05-31,-26.14
French Guiana,GUF,2020-06-07,25
French Guiana,GUF,2020-06-14,13.33
French Guiana,GUF,2020-06-21,100
French Guiana,GUF,2020-06-28,43.68
French Guiana,GUF,2020-07-05,31.58
French Guiana,GUF,2020-07-12,42.86
French Guiana,GUF,2020-07-19,54.21
French Guiana,GUF,2020-07-26,23.6
French Guiana,GUF,2020-08-02,10
French Guiana,GUF,2020-08-09,6.74
French Guiana,GUF,2020-08-16,-23.08
French Guiana,GUF,2020-08-23,45.57
French Guiana,GUF,2020-08-30,42.86
French Guiana,GUF,2020-09-06,6.67
French Guiana,GUF,2020-09-13,-45.05
French Guiana,GUF,2020-09-20,27.91
French Guiana,GUF,2020-09-27,1.27
French Guiana,GUF,2020-10-04,15.85
French Guiana,GUF,2020-10-11,39.71
French Guiana,GUF,2020-10-18,57.53
French Guiana,GUF,2020-10-25,1.12
French Guiana,GUF,2020-11-01,80.56
French Guiana,GUF,2020-11-08,-4.76
French Guiana,GUF,2020-11-15,-44.44
French Guiana,GUF,2020-11-22,54.41
French Guiana,GUF,2020-11-29,16.28
French Guiana,GUF,2020-12-06,31.25
French Guiana,GUF,2020-12-13,-18.37
French Guiana,GUF,2020-12-20,-11.11
French Guiana,GUF,2020-12-27,29.87
French Guiana,GUF,2021-01-03,-2.6
French Guiana,GUF,2021-01-10,7.14
French Guiana,GUF,2021-01-17,43.68
French Guiana,GUF,2021-01-24,-10.89
French Guiana,GUF,2021-01-31,8.91
French Guiana,GUF,2021-02-07,35.8
French Guiana,GUF,2021-02-14,25
French Guiana,GUF,2021-02-21,19.32
French Guiana,GUF,2021-02-28,36.36
French Guiana,GUF,2021-03-07,12.5
French Guiana,GUF,2021-03-14,57.89
French Guiana,GUF,2021-03-21,110.14
French Guiana,GUF,2021-03-28,74.42
French Guiana,GUF,2021-04-04,68.83
French Guiana,GUF,2021-04-11,3.09
French Guiana,GUF,2021-04-18,-25.53
French Guiana,GUF,2021-04-25,-15.89
French Guiana,GUF,2021-05-02,-30.85
French Guiana,GUF,2021-05-09,8.7
French Guiana,GUF,2021-05-16,13.92
French Guiana,GUF,2021-05-23,71.43
French Guiana,GUF,2021-05-30,23.71
French Guiana,GUF,2021-06-06,42.05
French Guiana,GUF,2021-06-13,87.5
French Guiana,GUF,2021-06-20,106.67
French Guiana,GUF,2021-06-27,112.5
French Guiana,GUF,2021-07-04,14.94
French Guiana,GUF,2021-07-11,84.21
French Guiana,GUF,2021-07-18,90.48
French Guiana,GUF,2021-07-25,40.19
French Guiana,GUF,2021-08-01,74.16
French Guiana,GUF,2021-08-08,80
French Guiana,GUF,2021-08-15,34.83
French Guiana,GUF,2021-08-22,81.32
French Guiana,GUF,2021-08-29,146.84
French Guiana,GUF,2021-09-05,90.48
French Guiana,GUF,2021-09-12,86.67
French Guiana,GUF,2021-09-19,108.79
French Guiana,GUF,2021-09-26,155.81
French Guiana,GUF,2021-10-03,153.16
French Guiana,GUF,2021-10-10,107.32
French Guiana,GUF,2021-10-17,105.88
French Guiana,GUF,2021-10-24,78.08
French Guiana,GUF,2021-10-31,96.63
French Guiana,GUF,2021-11-07,101.39
French Guiana,GUF,2021-11-14,54.76
French Guiana,GUF,2021-11-21,-9.09
French Guiana,GUF,2021-11-28,39.71
French Guiana,GUF,2021-12-05,-24.42
French Guiana,GUF,2021-12-12,25
French Guiana,GUF,2021-12-19,-13.27
French Guiana,GUF,2021-12-26,11.11
French Guiana,GUF,2022-01-02,42.86
French Guiana,GUF,2022-01-09,37.76
French Guiana,GUF,2022-01-16,55.17
French Guiana,GUF,2022-01-23,93.07
French Guiana,GUF,2022-01-30,73.27
French Guiana,GUF,2022-02-06,29.63
French Guiana,GUF,2022-02-13,18.75
French Guiana,GUF,2022-02-20,53.41
French Guiana,GUF,2022-02-27,23.38
French Guiana,GUF,2022-03-06,18.75
French Guiana,GUF,2022-03-13,-14.47
French Polynesia,PYF,2020-01-31,-7.41
French Polynesia,PYF,2020-02-29,10.65
French Polynesia,PYF,2020-03-31,12.63
French Polynesia,PYF,2020-04-30,1.29
French Polynesia,PYF,2020-05-31,-0.32
French Polynesia,PYF,2020-06-30,8.81
French Polynesia,PYF,2020-07-31,-11.08
French Polynesia,PYF,2020-08-31,-13.53
French Polynesia,PYF,2020-09-30,17.49
French Polynesia,PYF,2020-10-31,15.2
French Polynesia,PYF,2020-11-30,23.23
French Polynesia,PYF,2020-12-31,40.06
French Polynesia,PYF,2021-01-31,19.26
French Polynesia,PYF,2021-02-28,19.8
French Polynesia,PYF,2021-03-31,-6.39
French Polynesia,PYF,2021-04-30,-14.51
French Polynesia,PYF,2021-05-31,-5.14
French Polynesia,PYF,2021-06-30,-0.69
French Polynesia,PYF,2021-07-31,5.3
French Polynesia,PYF,2021-08-31,332.33
French Polynesia,PYF,2021-09-30,182.69
Georgia,GEO,2020-01-31,-3.84
Georgia,GEO,2020-02-29,0.76
Georgia,GEO,2020-03-31,-8.61
Georgia,GEO,2020-04-30,-11.43
Georgia,GEO,2020-05-31,-4.63
Georgia,GEO,2020-06-30,-4.88
Georgia,GEO,2020-07-31,2.08
Georgia,GEO,2020-08-31,-9.44
Georgia,GEO,2020-09-30,-1.83
Georgia,GEO,2020-10-31,6.95
Georgia,GEO,2020-11-30,46.57
Georgia,GEO,2020-12-31,43
Georgia,GEO,2021-01-31,6.63
Georgia,GEO,2021-02-28,-5.18
Georgia,GEO,2021-03-31,-1.37
Georgia,GEO,2021-04-30,1.35
Georgia,GEO,2021-05-31,12.6
Georgia,GEO,2021-06-30,11.24
Georgia,GEO,2021-07-31,15.77
Georgia,GEO,2021-08-31,61.05
Georgia,GEO,2021-09-30,57.99
Georgia,GEO,2021-10-31,46.88
Georgia,GEO,2021-11-30,62.24
Georgia,GEO,2021-12-31,36.03
Germany,DEU,2020-01-05,-1.78
Germany,DEU,2020-01-12,-0.71
Germany,DEU,2020-01-19,-3.02
Germany,DEU,2020-01-26,-4.73
Germany,DEU,2020-02-02,-3.28
Germany,DEU,2020-02-09,-6.91
Germany,DEU,2020-02-16,-6.41
Germany,DEU,2020-02-23,-11.63
Germany,DEU,2020-03-01,-11.16
Germany,DEU,2020-03-08,-8.29
Germany,DEU,2020-03-15,-3.26
Germany,DEU,2020-03-22,0.35
Germany,DEU,2020-03-29,3.65
Germany,DEU,2020-04-05,11.51
Germany,DEU,2020-04-12,14.26
Germany,DEU,2020-04-19,9.93
Germany,DEU,2020-04-26,6.23
Germany,DEU,2020-05-03,5.38
Germany,DEU,2020-05-10,2.16
Germany,DEU,2020-05-17,0.94
Germany,DEU,2020-05-24,3.82
Germany,DEU,2020-05-31,0.57
Germany,DEU,2020-06-07,4.46
Germany,DEU,2020-06-14,3.57
Germany,DEU,2020-06-21,0.21
Germany,DEU,2020-06-28,4.92
Germany,DEU,2020-07-05,-3.28
Germany,DEU,2020-07-12,-1
Germany,DEU,2020-07-19,-1.07
Germany,DEU,2020-07-26,-2.34
Germany,DEU,2020-08-02,2.83
Germany,DEU,2020-08-09,5.32
Germany,DEU,2020-08-16,20.08
Germany,DEU,2020-08-23,8.21
Germany,DEU,2020-08-30,1.66
Germany,DEU,2020-09-06,5.12
Germany,DEU,2020-09-13,5.81
Germany,DEU,2020-09-20,7.97
Germany,DEU,2020-09-27,6.22
Germany,DEU,2020-10-04,6.15
Germany,DEU,2020-10-11,1.36
Germany,DEU,2020-10-18,3.4
Germany,DEU,2020-10-25,8.17
Germany,DEU,2020-11-01,8.65
Germany,DEU,2020-11-08,8.44
Germany,DEU,2020-11-15,12.23
Germany,DEU,2020-11-22,13.69
Germany,DEU,2020-11-29,19.02
Germany,DEU,2020-12-06,23.41
Germany,DEU,2020-12-13,31.18
Germany,DEU,2020-12-20,32.45
Germany,DEU,2020-12-27,39.29
Germany,DEU,2021-01-03,38.85
Germany,DEU,2021-01-10,29.25
Germany,DEU,2021-01-17,25.36
Germany,DEU,2021-01-24,23.2
Germany,DEU,2021-01-31,14.59
Germany,DEU,2021-02-07,6.32
Germany,DEU,2021-02-14,2.35
Germany,DEU,2021-02-21,-2.5
Germany,DEU,2021-02-28,-11.63
Germany,DEU,2021-03-07,-16.01
Germany,DEU,2021-03-14,-13.22
Germany,DEU,2021-03-21,-10.63
Germany,DEU,2021-03-28,-6.39
Germany,DEU,2021-04-04,-2.58
Germany,DEU,2021-04-11,1.61
Germany,DEU,2021-04-18,6.27
Germany,DEU,2021-04-25,9.87
Germany,DEU,2021-05-02,11.69
Germany,DEU,2021-05-09,13.55
Germany,DEU,2021-05-16,7.61
Germany,DEU,2021-05-23,5.64
Germany,DEU,2021-05-30,3.83
Germany,DEU,2021-06-06,8.89
Germany,DEU,2021-06-13,5.35
Germany,DEU,2021-06-20,18.86
Germany,DEU,2021-06-27,5.03
Germany,DEU,2021-07-04,3.08
Germany,DEU,2021-07-11,-0.33
Germany,DEU,2021-07-18,8.12
Germany,DEU,2021-07-25,5.22
Germany,DEU,2021-08-01,-0.48
Germany,DEU,2021-08-08,0.29
Germany,DEU,2021-08-15,5.71
Germany,DEU,2021-08-22,6.26
Germany,DEU,2021-08-29,5.79
Germany,DEU,2021-09-05,5.83
Germany,DEU,2021-09-12,17.93
Germany,DEU,2021-09-19,11.13
Germany,DEU,2021-09-26,11.43
Germany,DEU,2021-10-03,10.17
Germany,DEU,2021-10-10,9.54
Germany,DEU,2021-10-17,9.56
Germany,DEU,2021-10-24,15.08
Germany,DEU,2021-10-31,17.95
Germany,DEU,2021-11-07,18.83
Germany,DEU,2021-11-14,19.83
Germany,DEU,2021-11-21,26.66
Germany,DEU,2021-11-28,30.53
Germany,DEU,2021-12-05,34.7
Germany,DEU,2021-12-12,30.58
Germany,DEU,2021-12-19,24.67
Germany,DEU,2021-12-26,19.8
Germany,DEU,2022-01-02,19.89
Germany,DEU,2022-01-09,7.36
Germany,DEU,2022-01-16,1.05
Germany,DEU,2022-01-23,0.73
Germany,DEU,2022-01-30,1.37
Germany,DEU,2022-02-06,0.34
Germany,DEU,2022-02-13,-0.92
Germany,DEU,2022-02-20,-0.42
Germany,DEU,2022-02-27,-6
Germany,DEU,2022-03-06,-6.64
Germany,DEU,2022-03-13,-2.19
Germany,DEU,2022-03-20,2.68
Germany,DEU,2022-03-27,6.36
Germany,DEU,2022-04-03,7.7
Germany,DEU,2022-04-10,10.1
Germany,DEU,2022-04-17,12.13
Gibraltar,GIB,2020-01-31,8.28
Gibraltar,GIB,2020-02-29,1.5
Gibraltar,GIB,2020-03-31,5.26
Gibraltar,GIB,2020-04-30,0.96
Gibraltar,GIB,2020-05-31,-43.4
Gibraltar,GIB,2020-06-30,-21.57
Gibraltar,GIB,2020-07-31,29.21
Gibraltar,GIB,2020-08-31,1.85
Gibraltar,GIB,2020-09-30,0.88
Gibraltar,GIB,2020-10-31,11.61
Gibraltar,GIB,2020-11-30,32.65
Gibraltar,GIB,2020-12-31,-40.56
Gibraltar,GIB,2021-01-31,183.44
Greece,GRC,2020-01-05,-1.37
Greece,GRC,2020-01-12,-1.84
Greece,GRC,2020-01-19,-0.6
Greece,GRC,2020-01-26,-2.37
Greece,GRC,2020-02-02,7.35
Greece,GRC,2020-02-09,6.52
Greece,GRC,2020-02-16,9.58
Greece,GRC,2020-02-23,-1.88
Greece,GRC,2020-03-01,0.14
Greece,GRC,2020-03-08,7.23
Greece,GRC,2020-03-15,6.92
Greece,GRC,2020-03-22,7.77
Greece,GRC,2020-03-29,5.27
Greece,GRC,2020-04-05,4.14
Greece,GRC,2020-04-12,1.3
Greece,GRC,2020-04-19,-0.8
Greece,GRC,2020-04-26,-1.86
Greece,GRC,2020-05-03,1.33
Greece,GRC,2020-05-10,-3.26
Greece,GRC,2020-05-17,17.3
Greece,GRC,2020-05-24,12.56
Greece,GRC,2020-05-31,-9.68
Greece,GRC,2020-06-07,-2.7
Greece,GRC,2020-06-14,-0.87
Greece,GRC,2020-06-21,-0.04
Greece,GRC,2020-06-28,-4.64
Greece,GRC,2020-07-05,17.64
Greece,GRC,2020-07-12,2.01
Greece,GRC,2020-07-19,-0.45
Greece,GRC,2020-07-26,-2
Greece,GRC,2020-08-02,15.72
Greece,GRC,2020-08-09,5.43
Greece,GRC,2020-08-16,4.75
Greece,GRC,2020-08-23,10.27
Greece,GRC,2020-08-30,7.6
Greece,GRC,2020-09-06,9.08
Greece,GRC,2020-09-13,10.84
Greece,GRC,2020-09-20,13.19
Greece,GRC,2020-09-27,8.6
Greece,GRC,2020-10-04,7.5
Greece,GRC,2020-10-11,3.97
Greece,GRC,2020-10-18,0.05
Greece,GRC,2020-10-25,2.57
Greece,GRC,2020-11-01,8.23
Greece,GRC,2020-11-08,10.44
Greece,GRC,2020-11-15,21.24
Greece,GRC,2020-11-22,35.07
Greece,GRC,2020-11-29,41.16
Greece,GRC,2020-12-06,40.8
Greece,GRC,2020-12-13,28.28
Greece,GRC,2020-12-20,17.99
Greece,GRC,2020-12-27,6.75
Greece,GRC,2021-01-03,3.46
Greece,GRC,2021-01-10,-4.92
Greece,GRC,2021-01-17,-16.11
Greece,GRC,2021-01-24,-7.93
Greece,GRC,2021-01-31,-7.76
Greece,GRC,2021-02-07,-10.5
Greece,GRC,2021-02-14,-7.95
Greece,GRC,2021-02-21,-0.39
Greece,GRC,2021-02-28,5.99
Greece,GRC,2021-03-07,7.19
Greece,GRC,2021-03-14,7.64
Greece,GRC,2021-03-21,14.71
Greece,GRC,2021-03-28,16.7
Greece,GRC,2021-04-04,26.41
Greece,GRC,2021-04-11,22.98
Greece,GRC,2021-04-18,27.33
Greece,GRC,2021-04-25,16.56
Greece,GRC,2021-05-02,24.91
Greece,GRC,2021-05-09,29
Greece,GRC,2021-05-16,10.75
Greece,GRC,2021-05-23,18.53
Greece,GRC,2021-05-30,24.93
Greece,GRC,2021-06-06,6.76
Greece,GRC,2021-06-13,10.82
Greece,GRC,2021-06-20,3.75
Greece,GRC,2021-06-27,25.65
Greece,GRC,2021-07-04,37.9
Greece,GRC,2021-07-11,19.01
Greece,GRC,2021-07-18,19.5
Greece,GRC,2021-07-25,14.09
Greece,GRC,2021-08-01,23.87
Greece,GRC,2021-08-08,65.69
Greece,GRC,2021-08-15,23.11
Greece,GRC,2021-08-22,18.12
Greece,GRC,2021-08-29,29.74
Greece,GRC,2021-09-05,20.11
Greece,GRC,2021-09-12,18.7
Greece,GRC,2021-09-19,32.53
Greece,GRC,2021-09-26,21.34
Greece,GRC,2021-10-03,22.86
Greece,GRC,2021-10-10,18.76
Greece,GRC,2021-10-17,16.84
Greece,GRC,2021-10-24,17.31
Greece,GRC,2021-10-31,25.77
Greece,GRC,2021-11-07,34.24
Greece,GRC,2021-11-14,23.67
Greece,GRC,2021-11-21,30.26
Greece,GRC,2021-11-28,35.97
Greece,GRC,2021-12-05,35.9
Greece,GRC,2021-12-12,40.96
Greece,GRC,2021-12-19,35.33
Greece,GRC,2021-12-26,32.53
Greece,GRC,2022-01-02,27.38
Greece,GRC,2022-01-09,17.02
Greece,GRC,2022-01-16,13.31
Greece,GRC,2022-01-23,13.28
Greece,GRC,2022-01-30,29.34
